"title","body","isPullRequest","labels"
"throw 500 error when I created same name group and user.","When you create a group with a name that is registered as a user name already, an error occurs.  ``` Problem accessing /gitbucket/admin/users/_newgroup. Reason:      Server Error Caused by:  org.h2.jdbc.JdbcSQLException: ???????????????????????: ""PRIMARY_KEY_AB ON PUBLIC.ACCOUNT(USER_NAME)"" Unique index or primary key violation: ""PRIMARY_KEY_AB ON PUBLIC.ACCOUNT(USER_NAME)""; SQL statement: INSERT INTO ""ACCOUNT"" (""USER_NAME"",""MAIL_ADDRESS"",""PASSWORD"",""ADMINISTRATOR"",""URL"",""REGISTERED_DATE"",""UPDATED_DATE"",""LAST_LOGIN_DATE"",""IMAGE"",""GROUP_ACCOUNT"") VALUES (?,?,?,?,?,?,?,?,?,?) [23505-171]     at org.h2.message.DbException.getJdbcSQLException(DbException.java:329)     at org.h2.message.DbException.get(DbException.java:169)     at org.h2.message.DbException.get(DbException.java:146)     at org.h2.index.BaseIndex.getDuplicateKeyException(BaseIndex.java:82)     at org.h2.index.PageBtree.find(PageBtree.java:121)     at org.h2.index.PageBtreeLeaf.addRow(PageBtreeLeaf.java:147)     at org.h2.index.PageBtreeLeaf.addRowTry(PageBtreeLeaf.java:100)     at org.h2.index.PageBtreeIndex.addRow(PageBtreeIndex.java:102)     at org.h2.index.PageBtreeIndex.add(PageBtreeIndex.java:93)     at org.h2.table.RegularTable.addRow(RegularTable.java:122)     at org.h2.command.dml.Insert.insertRows(Insert.java:124)     at org.h2.command.dml.Insert.update(Insert.java:84)     at org.h2.command.CommandContainer.update(CommandContainer.java:75)     at org.h2.command.Command.executeUpdate(Command.java:230)     at org.h2.jdbc.JdbcPreparedStatement.executeUpdateInternal(JdbcPreparedStatement.java:156)     at org.h2.jdbc.JdbcPreparedStatement.executeUpdate(JdbcPreparedStatement.java:142)     at scala.slick.driver.BasicInvokerComponent$InsertInvoker$$anonfun$insert$1.apply(BasicInvokerComponent.scala:87)     at scala.slick.driver.BasicInvokerComponent$InsertInvoker$$anonfun$insert$1.apply(BasicInvokerComponent.scala:84)     at scala.slick.session.Session$class.withPreparedStatement(Session.scala:68)     at scala.slick.session.BaseSession.withPreparedStatement(Session.scala:201)     at scala.slick.driver.BasicInvokerComponent$InsertInvoker.prepared(BasicInvokerComponent.scala:81)     at scala.slick.driver.BasicInvokerComponent$InsertInvoker.insert(BasicInvokerComponent.scala:84)     at service.AccountService$class.createGroup(AccountService.scala:89)     at app.UserManagementController.createGroup(UserManagementController.scala:9)     at app.UserManagementControllerBase$$anonfun$14.apply(UserManagementController.scala:104)     at app.UserManagementControllerBase$$anonfun$14.apply(UserManagementController.scala:103)     at util.AdminAuthenticator$$anonfun$adminOnly$1$$anonfun$apply$6.apply(Authenticator.scala:73)     at util.AdminAuthenticator$class.util$AdminAuthenticator$$authenticate(Authenticator.scala:78)     at util.AdminAuthenticator$$anonfun$adminOnly$1.apply(Authenticator.scala:73)     at jp.sf.amateras.scalatra.forms.ClientSideValidationFormSupport$$anonfun$post$1$$anonfun$apply$2.apply(ClientSideValidationFormSupport.scala:22)     at jp.sf.amateras.scalatra.forms.package$.withValidation(package.scala:19)     at jp.sf.amateras.scalatra.forms.ClientSideValidationFormSupport$$anonfun$post$1.apply(ClientSideValidationFormSupport.scala:21)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$liftAction(ScalatraBase.scala:250)     at org.scalatra.ScalatraBase$$anonfun$invoke$1.apply(ScalatraBase.scala:245)     at org.scalatra.ScalatraBase$$anonfun$invoke$1.apply(ScalatraBase.scala:245)     at org.scalatra.ApiFormats$class.withRouteMultiParams(ApiFormats.scala:175)     at app.ControllerBase.withRouteMultiParams(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.invoke(ScalatraBase.scala:244)     at app.ControllerBase.org$scalatra$json$JsonSupport$$super$invoke(ControllerBase.scala:22)     at org.scalatra.json.JsonSupport$$anonfun$invoke$1.apply(JsonSupport.scala:65)     at org.scalatra.json.JsonSupport$$anonfun$invoke$1.apply(JsonSupport.scala:57)     at org.scalatra.ApiFormats$class.withRouteMultiParams(ApiFormats.scala:175)     at app.ControllerBase.withRouteMultiParams(ControllerBase.scala:22)     at org.scalatra.json.JsonSupport$class.invoke(JsonSupport.scala:57)     at app.ControllerBase.invoke(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$runRoutes$1$$anonfun$apply$7.apply(ScalatraBase.scala:220)     at org.scalatra.ScalatraBase$$anonfun$runRoutes$1$$anonfun$apply$7.apply(ScalatraBase.scala:218)     at scala.Option.flatMap(Option.scala:170)     at org.scalatra.ScalatraBase$$anonfun$runRoutes$1.apply(ScalatraBase.scala:218)     at org.scalatra.ScalatraBase$$anonfun$runRoutes$1.apply(ScalatraBase.scala:217)     at scala.collection.immutable.Stream.flatMap(Stream.scala:446)     at org.scalatra.ScalatraBase$class.runRoutes(ScalatraBase.scala:217)     at app.ControllerBase.runRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.runActions$1(ScalatraBase.scala:163)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply$mcV$sp(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$cradleHalt(ScalatraBase.scala:190)     at org.scalatra.ScalatraBase$class.executeRoutes(ScalatraBase.scala:175)     at app.ControllerBase.executeRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply$mcV$sp(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withResponse(DynamicScope.scala:80)     at app.ControllerBase.withResponse(ControllerBase.scala:22)     at org.scalatra.DynamicScope$$anonfun$withRequestResponse$1.apply(DynamicScope.scala:60)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withRequest(DynamicScope.scala:71)     at app.ControllerBase.withRequest(ControllerBase.scala:22)     at org.scalatra.DynamicScope$class.withRequestResponse(DynamicScope.scala:59)     at app.ControllerBase.withRequestResponse(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.handle(ScalatraBase.scala:111)     at app.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:22)     at org.scalatra.servlet.ServletBase$class.handle(ServletBase.scala:43)     at app.ControllerBase.handle(ControllerBase.scala:22)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply$mcV$sp(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.ScalatraFilter$class.doFilter(ScalatraFilter.scala:32)     at app.ControllerBase.doFilter(ControllerBase.scala:53)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1497)     at org.scalatra.ScalatraFilter$$anonfun$1.apply$mcV$sp(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$$anonfun$2.apply(ScalatraBase.scala:166)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$class.runActions$1(ScalatraBase.scala:165)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply$mcV$sp(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$cradleHalt(ScalatraBase.scala:190)     at org.scalatra.ScalatraBase$class.executeRoutes(ScalatraBase.scala:175)     at app.ControllerBase.executeRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply$mcV$sp(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withResponse(DynamicScope.scala:80)     at app.ControllerBase.withResponse(ControllerBase.scala:22)     at org.scalatra.DynamicScope$$anonfun$withRequestResponse$1.apply(DynamicScope.scala:60)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withRequest(DynamicScope.scala:71)     at app.ControllerBase.withRequest(ControllerBase.scala:22)     at org.scalatra.DynamicScope$class.withRequestResponse(DynamicScope.scala:59)     at app.ControllerBase.withRequestResponse(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.handle(ScalatraBase.scala:111)     at app.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:22)     at org.scalatra.servlet.ServletBase$class.handle(ServletBase.scala:43)     at app.ControllerBase.handle(ControllerBase.scala:22)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply$mcV$sp(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.ScalatraFilter$class.doFilter(ScalatraFilter.scala:32)     at app.ControllerBase.doFilter(ControllerBase.scala:53)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1497)     at org.scalatra.ScalatraFilter$$anonfun$1.apply$mcV$sp(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$$anonfun$2.apply(ScalatraBase.scala:166)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$class.runActions$1(ScalatraBase.scala:165)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply$mcV$sp(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$cradleHalt(ScalatraBase.scala:190)     at org.scalatra.ScalatraBase$class.executeRoutes(ScalatraBase.scala:175)     at app.ControllerBase.executeRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply$mcV$sp(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withResponse(DynamicScope.scala:80)     at app.ControllerBase.withResponse(ControllerBase.scala:22)     at org.scalatra.DynamicScope$$anonfun$withRequestResponse$1.apply(DynamicScope.scala:60)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withRequest(DynamicScope.scala:71)     at app.ControllerBase.withRequest(ControllerBase.scala:22)     at org.scalatra.DynamicScope$class.withRequestResponse(DynamicScope.scala:59)     at app.ControllerBase.withRequestResponse(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.handle(ScalatraBase.scala:111)     at app.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:22)     at org.scalatra.servlet.ServletBase$class.handle(ServletBase.scala:43)     at app.ControllerBase.handle(ControllerBase.scala:22)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply$mcV$sp(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.ScalatraFilter$class.doFilter(ScalatraFilter.scala:32)     at app.ControllerBase.doFilter(ControllerBase.scala:53)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1497)     at org.scalatra.ScalatraFilter$$anonfun$1.apply$mcV$sp(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$$anonfun$2.apply(ScalatraBase.scala:166)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$class.runActions$1(ScalatraBase.scala:165)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply$mcV$sp(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$cradleHalt(ScalatraBase.scala:190)     at org.scalatra.ScalatraBase$class.executeRoutes(ScalatraBase.scala:175)     at app.ControllerBase.executeRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply$mcV$sp(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withResponse(DynamicScope.scala:80)     at app.ControllerBase.withResponse(ControllerBase.scala:22)     at org.scalatra.DynamicScope$$anonfun$withRequestResponse$1.apply(DynamicScope.scala:60)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withRequest(DynamicScope.scala:71)     at app.ControllerBase.withRequest(ControllerBase.scala:22)     at org.scalatra.DynamicScope$class.withRequestResponse(DynamicScope.scala:59)     at app.ControllerBase.withRequestResponse(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.handle(ScalatraBase.scala:111)     at app.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:22)     at org.scalatra.servlet.ServletBase$class.handle(ServletBase.scala:43)     at app.ControllerBase.handle(ControllerBase.scala:22)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply$mcV$sp(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.ScalatraFilter$class.doFilter(ScalatraFilter.scala:32)     at app.ControllerBase.doFilter(ControllerBase.scala:53)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1497)     at org.scalatra.ScalatraFilter$$anonfun$1.apply$mcV$sp(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at org.scalatra.ScalatraFilter$$anonfun$1.apply(ScalatraFilter.scala:71)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$$anonfun$2.apply(ScalatraBase.scala:166)     at scala.Option.getOrElse(Option.scala:120)     at org.scalatra.ScalatraBase$class.runActions$1(ScalatraBase.scala:165)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply$mcV$sp(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$$anonfun$executeRoutes$1.apply(ScalatraBase.scala:175)     at org.scalatra.ScalatraBase$class.org$scalatra$ScalatraBase$$cradleHalt(ScalatraBase.scala:190)     at org.scalatra.ScalatraBase$class.executeRoutes(ScalatraBase.scala:175)     at app.ControllerBase.executeRoutes(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply$mcV$sp(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at org.scalatra.ScalatraBase$$anonfun$handle$1.apply(ScalatraBase.scala:113)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withResponse(DynamicScope.scala:80)     at app.ControllerBase.withResponse(ControllerBase.scala:22)     at org.scalatra.DynamicScope$$anonfun$withRequestResponse$1.apply(DynamicScope.scala:60)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.DynamicScope$class.withRequest(DynamicScope.scala:71)     at app.ControllerBase.withRequest(ControllerBase.scala:22)     at org.scalatra.DynamicScope$class.withRequestResponse(DynamicScope.scala:59)     at app.ControllerBase.withRequestResponse(ControllerBase.scala:22)     at org.scalatra.ScalatraBase$class.handle(ScalatraBase.scala:111)     at app.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:22)     at org.scalatra.servlet.ServletBase$class.handle(ServletBase.scala:43)     at app.ControllerBase.handle(ControllerBase.scala:22)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply$mcV$sp(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at org.scalatra.ScalatraFilter$$anonfun$doFilter$1.apply(ScalatraFilter.scala:33)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at org.scalatra.ScalatraFilter$class.doFilter(ScalatraFilter.scala:32)     at app.ControllerBase.doFilter(ControllerBase.scala:53)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1497)     at servlet.TransactionFilter$$anonfun$doFilter$1.apply$mcV$sp(TransactionFilter.scala:25)     at servlet.TransactionFilter$$anonfun$doFilter$1.apply(TransactionFilter.scala:23)     at servlet.TransactionFilter$$anonfun$doFilter$1.apply(TransactionFilter.scala:23)     at scala.slick.session.BaseSession.withTransaction(Session.scala:236)     at scala.slick.session.Database$$anonfun$withTransaction$2.apply(Database.scala:58)     at scala.util.DynamicVariable.withValue(DynamicVariable.scala:57)     at scala.slick.session.Database$$anonfun$withSession$1.apply(Database.scala:46)     at scala.slick.session.Database$$anonfun$withSession$1.apply(Database.scala:46)     at scala.slick.session.Database.withSession(Database.scala:38)     at scala.slick.session.Database.withSession(Database.scala:46)     at scala.slick.session.Database.withTransaction(Database.scala:58)     at servlet.TransactionFilter.doFilter(TransactionFilter.scala:23)     at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1489)     at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:517)     at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:138)     at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:540)     at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:213)     at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1097)     at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:446)     at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:175)     at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1031)     at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:136)     at org.eclipse.jetty.server.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:200)     at org.eclipse.jetty.server.handler.HandlerCollection.handle(HandlerCollection.java:109)     at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97)     at org.eclipse.jetty.rewrite.handler.RewriteHandler.handle(RewriteHandler.java:317)     at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97)     at org.eclipse.jetty.server.Server.handle(Server.java:445)     at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:269)     at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:229)     at org.eclipse.jetty.io.AbstractConnection$ReadCallback.run(AbstractConnection.java:358)     at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:601)     at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:532)     at java.lang.Thread.run(Thread.java:722) ``` ","false","bug"
"configure sbt to use the junitxml option with specs2","This is  usefull for CI ","true",
"Fix activity message problem (related to #120)",,"true",
"Deleting a repo referencing (via PR) a deleted repo errors","- Create a repo as user A - Fork the repo as user B - Make a change as user B - Make a PR as user B - Delete the repo as user B - Delete the repo as user A - Observe error:  ``` Referential integrity constraint violation: ""IDX_PULL_REQUEST_FK0: PUBLIC.PULL_REQUEST FOREIGN KEY(USER_NAME, REPOSITORY_NAME, ISSUE_ID) REFERENCES PUBLIC.ISSUE(USER_NAME, REPOSITORY_NAME, ISSUE_ID) ('root', 'test', 1)""; SQL statement: delete from ""ISSUE"" where (""ISSUE"".""USER_NAME"" = ?) and (""ISSUE"".""REPOSITORY_NAME"" = ?) [23503-171] ```  This is on the latest head. ","false","bug"
"add AccountServiceSpec",,"true",
"Proxying GitBucket breaks login/logout","I'm running GitBucket on an obscure port on my machine, and using nginx to proxy it to a subdomain. When I visit `git.mymachine.com:12345`, it works perfectly, but when i visit `git.mymachine.com` it breaks on login/logout, attempting to redirect my browser to `localhost:12345`. When I retype `git.mymachine.com` in my location bar, I see that the login/logout was in fact successful.  Behavior: Redirects to `localhost:12345` after successful login/logout. Expected behavior: Shows post-login/post-logout page. ","false","question"
"refactoring","- add `FileUtil.withTmpDir` - use `FileUtil.using` ","true",
"Add note that installation on windows server IIS is possible",,"true",
"retrieve LDAP emails as lowercase to avoid confusion","Our LDAP has my email address in the system with capital characters.  This is causing my gravatar to not be found.  I tried entering my email address with the capitalization into my gravatar account. Gravatar only takes email accounts as lowercase. So instead of retrieving the LDAP email address as-is, we should make it lowercase. Capitalized email addresses dont make good sense anyways. ","true",
".head on empty list","http://gitbucket.herokuapp.com/Roch/test/compare ","false","bug"
"Performance: Pushing and viewing large repositories","When I push a large repository (e.g. git://git.kernel.org/pub/scm/git/git.git) it takes a very long time and 100% CPU until push is finished.  Browsing repository main page takes some minutes to load. ","false","duplicate,improvement"
"remove unnecessary code",,"true",
"Add document about LDAP configuration","Add a wiki page about LDAP configuration. ","false","task"
"compitability with tomcat 8.0","Tried to deploy the latest release .war file on tomcat8.0 (32bit), and it runs very slow and eventually shut down automatically, meanwhile in the log:  09-Oct-2013 11:31:02.387 INFO [localhost-startStop-1] org.apache.catalina.startup.HostConfig.deployWAR Deploying web application archive C:\tomcat8\tomcat8\webapps\gitbucket.war 09-Oct-2013 11:31:08.293 INFO [localhost-startStop-1] org.apache.jasper.servlet.TldScanner.scanJars At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time. e.coyote.AbstractProtocol.start Starting ProtocolHandler [""http-apr-7070""] 09-Oct-2013 11:31:12.090 INFO [main] org.apache.coyote.AbstractProtocol.start Starting ProtocolHandler [""ajp-apr-8009""] 09-Oct-2013 11:31:12.090 INFO [main] org.apache.catalina.startup.Catalina.start Server startup in 9739 ms 09-Oct-2013 11:31:38.433 SEVERE [http-apr-7070-Poller] org.apache.tomcat.util.net.AprEndpoint$Poller.run Poller failed with error [610,038] : [APR does not understand this error code] ","false","improvement"
"Spacing in large files with long lines is not displayed correctly","The spacing in large file with long lines is not correct. Somehow, it tends to increase - please see the attached image. To reproduce - just push https://github.com/takezoe/gitbucket/blob/master/src/main/scala/service/IssuesService.scala to GitBucket repo and view it in the ""files"" tab.  ![image](https://f.cloud.github.com/assets/5267637/1290308/aa166776-302e-11e3-9d2a-681b0f65f1a3.png) ","false","help wanted,improvement"
"Change link text to 'Older'","Updates the link text for previous commits to read 'Older' and not 'Order'. ","true",
"Latest 1.6 war self execute does not work","✦  java -jar ~/Downloads/gitbucket.war Exception in thread ""main"" java.lang.UnsupportedClassVersionError: JettyLauncher : Unsupported major.minor version 51.0     at java.lang.ClassLoader.defineClass1(Native Method)     at java.lang.ClassLoader.defineClassCond(ClassLoader.java:631)     at java.lang.ClassLoader.defineClass(ClassLoader.java:615)     at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:141)     at java.net.URLClassLoader.defineClass(URLClassLoader.java:283)     at java.net.URLClassLoader.access$000(URLClassLoader.java:58)     at java.net.URLClassLoader$1.run(URLClassLoader.java:197)     at java.security.AccessController.doPrivileged(Native Method)     at java.net.URLClassLoader.findClass(URLClassLoader.java:190)     at java.lang.ClassLoader.loadClass(ClassLoader.java:306)     at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:301)     at java.lang.ClassLoader.loadClass(ClassLoader.java:247)  ✦  java -version java version ""1.6.0_41"" Java(TM) SE Runtime Environment (build 1.6.0_41-b02-445-11M4107) Java HotSpot(TM) 64-Bit Server VM (build 20.14-b01-445, mixed mode)  OS X 10.7 ","false","duplicate"
"(refs #120) Use encodeBranchName to tab links",,"true",
"Directory listing","優秀なプロジェクト、直樹さん。私は本当にそれが好きです  On a clean Ubuntu 12.04 x32 install, I am able to install and run GitBucket very quickly, as per the documentation;  $ apt-get install openjdk-7-jre $ cd ~ $ wget https://github.com/takezoe/gitbucket/releases/download/1.6/gitbucket.war $ java -jar gitbucket.war  I can load the GitBucket UI in my browser, it works as expected. When I CTRL+C to end the process, and run it again  ^C $ java -jar gitbucket.war  This time my browser presents a directory listing of the newly created /gitbucket/ directory, rather than the GitBucket UI.  Am I doing something wrong, or is this a bug?  Thanks! ","false","question"
"Using gitbucket on existing repository","I just evaluated gitbucket and I'd like to use it in production. Is it possible and safe just to set GITBUCKET_HOME location to an existing bare git repository that exists for years in our company :-) ?  1) If I create a new repository via gitbucket, 2 new repositories are created, main one and one for wiki, do I have to also create the one for wiki ?  2) Using jgit presumably, how much does gitbucket WRITE to the underlying repository ? I'm just worried about the safety of the repository.  Great job Naoki ! ","false","question"
"Unable to add a user to a group","Using WAR 1.6 and chrome browser  1) Create normal user 2) Create group 3) Edit group        - in chrome console, there is a javascript error, anyway Add button next to Members input doesn't do anything, no request, no error and if I just fill the memberName input with an existing user name and save the group, nothing happens...  Uncaught Error: Invalid dropzone element. dropzone.js:624 Dropzone dropzone.js:624 (anonymous function) _editgroup:113 fire jquery-1.9.1.js:1037 self.fireWith jquery-1.9.1.js:1148 jQuery.extend.ready jquery-1.9.1.js:433 completed ","false","bug"
"Add capabilities to configure $HOME/gitbacket","GitBucket data seems to grow up a lot. So it is convenience to make the location of stored data configurable.    ","false",
